|e_P|;	|e_N|;	N;	theoretical bias;	practical bias;	position of e_P in L;	\hat{f}(e_P);	\hat{f}(L[0]);	\hat{f}(L[1])
5;	1218;	1031103;	0.497047;	0.497678;	2;	2401;	2553;	2431
6;	1217;	1031412;	0.497014;	0.497681;	2;	2371;	2401;	2397
8;	1215;	1031251;	0.496946;	0.496564;	0;	3496;	3496;	2438
8;	1215;	1030984;	0.496946;	0.497125;	0;	3005;	3005;	2399
9;	1214;	1031248;	0.496912;	0.497688;	1;	2453;	2553;	2453
11;	1212;	1030851;	0.496843;	0.496709;	0;	3378;	3378;	2662
9;	1214;	1031403;	0.496912;	0.497269;	0;	2786;	2786;	2548
4;	1219;	1031295;	0.497080;	0.496858;	0;	3267;	3267;	2535
8;	1215;	1031399;	0.496946;	0.496919;	0;	3193;	3193;	2475
10;	1213;	1031081;	0.496878;	0.496805;	0;	3343;	3343;	2441
13;	1210;	1031285;	0.496773;	0.496548;	0;	3486;	3486;	2478
7;	1216;	1031106;	0.496980;	0.497454;	0;	2629;	2629;	2527
8;	1215;	1031307;	0.496946;	0.497076;	0;	2988;	2988;	2448
13;	1210;	1031141;	0.496773;	0.496786;	0;	3332;	3332;	2450
9;	1214;	1031316;	0.496912;	0.496968;	0;	3151;	3151;	2463
6;	1217;	1031539;	0.497014;	0.496942;	0;	3057;	3057;	2595
6;	1217;	1030970;	0.497014;	0.497209;	0;	2858;	2858;	2474
9;	1214;	1031243;	0.496912;	0.496609;	0;	3459;	3459;	2451
7;	1216;	1031327;	0.496980;	0.496073;	0;	4026;	4026;	2520
6;	1217;	1031276;	0.497014;	0.496279;	0;	3753;	3753;	2439
10;	1213;	1031278;	0.496878;	0.496698;	0;	3353;	3353;	2467
6;	1217;	1031036;	0.497014;	0.496805;	0;	3294;	3294;	2662
7;	1216;	1031344;	0.496980;	0.497149;	0;	2877;	2877;	2799
8;	1215;	1031330;	0.496946;	0.497045;	0;	2995;	2995;	2433
9;	1214;	1031190;	0.496912;	0.497050;	0;	3032;	3032;	2942
9;	1214;	1031370;	0.496912;	0.496959;	0;	3108;	3108;	2570
9;	1214;	1031302;	0.496912;	0.497320;	0;	2772;	2772;	2610
4;	1219;	1031176;	0.497080;	0.495992;	0;	4236;	4236;	2746
10;	1213;	1031173;	0.496878;	0.496568;	0;	3509;	3509;	2303
11;	1212;	1031413;	0.496843;	0.496985;	0;	3094;	3094;	2392
11;	1212;	1031254;	0.496843;	0.496567;	0;	3487;	3487;	2541
8;	1215;	1031282;	0.496946;	0.495666;	0;	4489;	4489;	2397
7;	1216;	1031069;	0.496980;	0.496817;	0;	3323;	3323;	2479
9;	1214;	1031135;	0.496912;	0.496917;	0;	3170;	3170;	2618
7;	1216;	1031361;	0.496980;	0.496722;	0;	3408;	3408;	2444
6;	1217;	1031307;	0.497014;	0.496764;	0;	3359;	3359;	2335
12;	1211;	1031235;	0.496808;	0.497083;	0;	3012;	3012;	2522
10;	1213;	1031272;	0.496878;	0.496591;	0;	3557;	3557;	2675
10;	1213;	1031229;	0.496878;	0.496580;	0;	3603;	3603;	2579
6;	1217;	1031483;	0.497014;	0.496508;	0;	3612;	3612;	2740
7;	1216;	1031296;	0.496980;	0.497624;	1;	2456;	2618;	2456
9;	1214;	1031384;	0.496912;	0.496971;	0;	3068;	3068;	2354
5;	1218;	1031266;	0.497047;	0.497078;	0;	3080;	3080;	2438
13;	1210;	1031238;	0.496773;	0.496823;	0;	3325;	3325;	2643
6;	1217;	1031291;	0.497014;	0.496765;	0;	3309;	3309;	2615
8;	1215;	1031393;	0.496946;	0.497035;	0;	3006;	3006;	2474
10;	1213;	1031543;	0.496878;	0.496803;	0;	3403;	3403;	2401
8;	1215;	1031262;	0.496946;	0.496210;	0;	3911;	3911;	2447
8;	1215;	1031287;	0.496946;	0.497179;	0;	2892;	2892;	2380
8;	1215;	1030971;	0.496946;	0.496997;	0;	3033;	3033;	2711
11;	1212;	1031350;	0.496843;	0.497529;	0;	2594;	2594;	2438
6;	1217;	1031384;	0.497014;	0.497730;	9;	2200;	2570;	2418
5;	1218;	1031399;	0.497047;	0.496460;	0;	3615;	3615;	2613
10;	1213;	1031365;	0.496878;	0.497003;	0;	3130;	3130;	2508
6;	1217;	1031172;	0.497014;	0.498070;	59;	1973;	2667;	2489
7;	1216;	1031158;	0.496980;	0.497542;	1;	2474;	2488;	2474
7;	1216;	1031300;	0.496980;	0.496401;	0;	3783;	3783;	2411
7;	1216;	1031395;	0.496980;	0.497229;	0;	2838;	2838;	2554
8;	1215;	1031234;	0.496946;	0.497344;	0;	2807;	2807;	2535
9;	1214;	1031279;	0.496912;	0.496936;	0;	3087;	3087;	2609
11;	1212;	1031374;	0.496843;	0.495842;	0;	4186;	4186;	2674
10;	1213;	1031316;	0.496878;	0.497021;	0;	3081;	3081;	2437
11;	1212;	1031251;	0.496843;	0.496446;	0;	3776;	3776;	2400
9;	1214;	1031201;	0.496912;	0.496747;	0;	3502;	3502;	2652
10;	1213;	1031115;	0.496878;	0.497428;	0;	2784;	2784;	2394
5;	1218;	1031225;	0.497047;	0.497271;	0;	2744;	2744;	2346
9;	1214;	1031180;	0.496912;	0.496475;	0;	3606;	3606;	2520
11;	1212;	1031225;	0.496843;	0.496295;	0;	3866;	3866;	2500
7;	1216;	1031263;	0.496980;	0.497007;	0;	3042;	3042;	2406
9;	1214;	1031047;	0.496912;	0.496299;	0;	3846;	3846;	2612
9;	1214;	1031020;	0.496912;	0.496794;	0;	3355;	3355;	2513
8;	1215;	1031490;	0.496946;	0.497737;	3;	2293;	2463;	2455
10;	1213;	1031074;	0.496878;	0.496916;	0;	3171;	3171;	2563
6;	1217;	1031047;	0.497014;	0.496684;	0;	3462;	3462;	2408
10;	1213;	1031512;	0.496878;	0.496993;	0;	3164;	3164;	2426
9;	1214;	1031128;	0.496912;	0.497148;	0;	2881;	2881;	2557
9;	1214;	1031175;	0.496912;	0.496252;	0;	3830;	3830;	2508
11;	1212;	1031245;	0.496843;	0.496336;	0;	3790;	3790;	2608
6;	1217;	1031450;	0.497014;	0.497105;	0;	2983;	2983;	2417
6;	1217;	1031173;	0.497014;	0.497307;	0;	2737;	2737;	2725
10;	1213;	1031451;	0.496878;	0.496976;	0;	3123;	3123;	2597
8;	1215;	1031244;	0.496946;	0.497614;	0;	2610;	2610;	2408
13;	1210;	1031166;	0.496773;	0.497713;	2;	2417;	2603;	2503
9;	1214;	1031199;	0.496912;	0.496281;	0;	3834;	3834;	2420
12;	1211;	1031289;	0.496808;	0.496827;	0;	3294;	3294;	2442
5;	1218;	1031518;	0.497047;	0.497226;	0;	2847;	2847;	2491
9;	1214;	1031486;	0.496912;	0.496292;	0;	3692;	3692;	2568
10;	1213;	1031171;	0.496878;	0.496166;	0;	3884;	3884;	2398
8;	1215;	1031534;	0.496946;	0.496363;	0;	3712;	3712;	2388
8;	1215;	1030991;	0.496946;	0.497253;	0;	2776;	2776;	2456
10;	1213;	1031179;	0.496878;	0.496700;	0;	3393;	3393;	2331
13;	1210;	1031328;	0.496773;	0.496260;	0;	3882;	3882;	2530
8;	1215;	1031263;	0.496946;	0.497512;	0;	2604;	2604;	2586
8;	1215;	1031219;	0.496946;	0.497109;	0;	2939;	2939;	2319
11;	1212;	1031640;	0.496843;	0.497014;	0;	3190;	3190;	2436
5;	1218;	1031376;	0.497047;	0.497015;	0;	3094;	3094;	2536
7;	1216;	1031268;	0.496980;	0.497438;	0;	2547;	2547;	2379
10;	1213;	1031316;	0.496878;	0.497167;	0;	2980;	2980;	2526
8;	1215;	1031322;	0.496946;	0.497127;	0;	2924;	2924;	2416
11;	1212;	1031568;	0.496843;	0.496398;	0;	3738;	3738;	2468
10;	1213;	1031348;	0.496878;	0.497246;	0;	2851;	2851;	2623
8;	1215;	1031255;	0.496946;	0.497322;	0;	2678;	2678;	2528
6;	1217;	1031375;	0.497014;	0.496543;	0;	3514;	3514;	2934
9;	1214;	1031346;	0.496912;	0.497102;	0;	3141;	3141;	2387
11;	1212;	1030912;	0.496843;	0.496886;	0;	3176;	3176;	2488
6;	1217;	1031078;	0.497014;	0.497332;	0;	2802;	2802;	2380
7;	1216;	1031183;	0.496980;	0.498128;	74;	1954;	2464;	2426
9;	1214;	1031491;	0.496912;	0.497580;	0;	2561;	2561;	2461
6;	1217;	1031075;	0.497014;	0.496643;	0;	3478;	3478;	2426
10;	1213;	1031344;	0.496878;	0.496880;	0;	3338;	3338;	2600
4;	1219;	1031106;	0.497080;	0.497750;	7;	2213;	2497;	2487
6;	1217;	1031181;	0.497014;	0.496832;	0;	3271;	3271;	2365
6;	1217;	1031025;	0.497014;	0.496671;	0;	3458;	3458;	2278
6;	1217;	1031067;	0.497014;	0.496578;	0;	3521;	3521;	2449
7;	1216;	1031433;	0.496980;	0.496844;	0;	3190;	3190;	2678
10;	1213;	1031092;	0.496878;	0.497138;	0;	2981;	2981;	2543
9;	1214;	1031376;	0.496912;	0.496378;	0;	3617;	3617;	2415
6;	1217;	1031022;	0.497014;	0.497511;	0;	2622;	2622;	2454
9;	1214;	1031198;	0.496912;	0.497370;	0;	2621;	2621;	2405
12;	1211;	1031472;	0.496808;	0.496931;	0;	3097;	3097;	2345
14;	1209;	1031429;	0.496738;	0.497044;	0;	3012;	3012;	2406
8;	1215;	1031433;	0.496946;	0.496889;	0;	3289;	3289;	2363
8;	1215;	1031434;	0.496946;	0.497175;	0;	2985;	2985;	2645
9;	1214;	1031223;	0.496912;	0.496298;	0;	3826;	3826;	2422
11;	1212;	1031467;	0.496843;	0.496351;	0;	3759;	3759;	2327
8;	1215;	1031199;	0.496946;	0.496910;	0;	3118;	3118;	2624
10;	1213;	1031301;	0.496878;	0.497134;	0;	2972;	2972;	2362
7;	1216;	1031238;	0.496980;	0.496951;	0;	3149;	3149;	2465
9;	1214;	1031226;	0.496912;	0.496925;	0;	3239;	3239;	2399
7;	1216;	1031134;	0.496980;	0.496920;	0;	3201;	3201;	2553
9;	1214;	1031204;	0.496912;	0.497206;	0;	2788;	2788;	2516
10;	1213;	1031255;	0.496878;	0.497219;	0;	2873;	2873;	2383
10;	1213;	1031197;	0.496878;	0.496890;	0;	3211;	3211;	2759
9;	1214;	1031340;	0.496912;	0.496937;	0;	3214;	3214;	2636
7;	1216;	1031235;	0.496980;	0.497220;	0;	2890;	2890;	2672
7;	1216;	1031364;	0.496980;	0.496384;	0;	3746;	3746;	2476
9;	1214;	1031401;	0.496912;	0.497017;	0;	3117;	3117;	2331
10;	1213;	1031163;	0.496878;	0.496732;	0;	3388;	3388;	2390
7;	1216;	1031271;	0.496980;	0.497104;	0;	2884;	2884;	2486
7;	1216;	1031240;	0.496980;	0.497556;	0;	2542;	2542;	2280
7;	1216;	1030991;	0.496980;	0.497304;	0;	2699;	2699;	2545
6;	1217;	1031156;	0.497014;	0.496432;	0;	3688;	3688;	2704
12;	1211;	1031274;	0.496808;	0.496821;	0;	3248;	3248;	2664
6;	1217;	1031102;	0.497014;	0.497247;	0;	2736;	2736;	2460
10;	1213;	1031277;	0.496878;	0.497557;	1;	2449;	2511;	2449
8;	1215;	1031432;	0.496946;	0.496898;	0;	3210;	3210;	2782
8;	1215;	1031169;	0.496946;	0.497192;	0;	2908;	2908;	2390
5;	1218;	1031122;	0.497047;	0.497639;	2;	2394;	2534;	2494
9;	1214;	1031166;	0.496912;	0.496836;	0;	3312;	3312;	2350
9;	1214;	1031330;	0.496912;	0.497427;	0;	2626;	2626;	2506
12;	1211;	1031277;	0.496808;	0.496492;	0;	3473;	3473;	2481
5;	1218;	1031256;	0.497047;	0.496780;	0;	3353;	3353;	2405
7;	1216;	1031539;	0.496980;	0.496748;	0;	3530;	3530;	2458
7;	1216;	1031226;	0.496980;	0.497867;	3;	2291;	2677;	2417
8;	1215;	1031360;	0.496946;	0.496317;	0;	3789;	3789;	2383
12;	1211;	1031096;	0.496808;	0.496173;	0;	3904;	3904;	2484
9;	1214;	1031218;	0.496912;	0.497051;	0;	3105;	3105;	2853
9;	1214;	1030996;	0.496912;	0.496594;	0;	3521;	3521;	2375
7;	1216;	1031143;	0.496980;	0.496313;	0;	3771;	3771;	2359
8;	1215;	1031225;	0.496946;	0.496608;	0;	3459;	3459;	2477
11;	1212;	1031587;	0.496843;	0.496574;	0;	3635;	3635;	2329
8;	1215;	1031090;	0.496946;	0.497027;	0;	2978;	2978;	2508
10;	1213;	1031091;	0.496878;	0.496979;	0;	3157;	3157;	2567
8;	1215;	1031337;	0.496946;	0.496727;	0;	3409;	3409;	2527
9;	1214;	1031401;	0.496912;	0.495725;	0;	4540;	4540;	2382
10;	1213;	1031218;	0.496878;	0.496414;	0;	3767;	3767;	2475
5;	1218;	1031105;	0.497047;	0.496572;	0;	3520;	3520;	2408
10;	1213;	1031281;	0.496878;	0.496345;	0;	3660;	3660;	2348
8;	1215;	1031166;	0.496946;	0.497281;	0;	2858;	2858;	2562
7;	1216;	1031379;	0.496980;	0.496828;	0;	3251;	3251;	2439
9;	1214;	1031322;	0.496912;	0.496597;	0;	3455;	3455;	2349
3;	1220;	1031251;	0.497113;	0.495945;	0;	4211;	4211;	2431
11;	1212;	1031197;	0.496843;	0.496760;	0;	3288;	3288;	2412
10;	1213;	1031293;	0.496878;	0.497920;	7;	2223;	2627;	2461
5;	1218;	1031118;	0.497047;	0.496817;	0;	3262;	3262;	2372
10;	1213;	1031258;	0.496878;	0.496692;	0;	3410;	3410;	2630
6;	1217;	1031165;	0.497014;	0.496627;	0;	3419;	3419;	2457
8;	1215;	1031099;	0.496946;	0.496369;	0;	3785;	3785;	2527
5;	1218;	1031387;	0.497047;	0.496550;	0;	3592;	3592;	2488
7;	1216;	1031430;	0.496980;	0.496173;	0;	3911;	3911;	2383
7;	1216;	1031231;	0.496980;	0.497170;	0;	2957;	2957;	2323
7;	1216;	1031346;	0.496980;	0.496043;	0;	4287;	4287;	2461
7;	1216;	1031336;	0.496980;	0.497256;	0;	2776;	2776;	2530
10;	1213;	1031233;	0.496878;	0.497255;	0;	2774;	2774;	2472
7;	1216;	1031247;	0.496980;	0.496959;	0;	3113;	3113;	2271
5;	1218;	1031331;	0.497047;	0.497015;	0;	3061;	3061;	2465
5;	1218;	1031317;	0.497047;	0.496399;	0;	3709;	3709;	2535
7;	1216;	1031255;	0.496980;	0.496627;	0;	3413;	3413;	2345
10;	1213;	1031275;	0.496878;	0.496930;	0;	3200;	3200;	2388
9;	1214;	1031381;	0.496912;	0.496902;	0;	3276;	3276;	2672
5;	1218;	1031230;	0.497047;	0.496883;	0;	3184;	3184;	2370
12;	1211;	1031200;	0.496808;	0.496027;	0;	4051;	4051;	2657
9;	1214;	1031208;	0.496912;	0.496680;	0;	3400;	3400;	2634
5;	1218;	1031188;	0.497047;	0.497226;	0;	2906;	2906;	2526
7;	1216;	1031120;	0.496980;	0.496868;	0;	3202;	3202;	2518
7;	1216;	1031225;	0.496980;	0.496608;	0;	3548;	3548;	2484
5;	1218;	1031158;	0.497047;	0.496249;	0;	3882;	3882;	2322
7;	1216;	1031240;	0.496980;	0.496328;	0;	3868;	3868;	2458
11;	1212;	1031369;	0.496843;	0.497295;	0;	2717;	2717;	2237
8;	1215;	1031166;	0.496946;	0.496241;	0;	3881;	3881;	2411
11;	1212;	1031334;	0.496843;	0.496793;	0;	3258;	3258;	2342
10;	1213;	1031228;	0.496878;	0.496826;	0;	3238;	3238;	2476
9;	1214;	1031078;	0.496912;	0.497043;	0;	3088;	3088;	2820
8;	1215;	1031255;	0.496946;	0.497266;	0;	2758;	2758;	2674
10;	1213;	1031528;	0.496878;	0.497514;	1;	2618;	2654;	2618
9;	1214;	1031282;	0.496912;	0.497712;	6;	2308;	2478;	2398
8;	1215;	1031529;	0.496946;	0.497377;	0;	2695;	2695;	2477
7;	1216;	1031214;	0.496980;	0.496974;	0;	3110;	3110;	2516
7;	1216;	1031168;	0.496980;	0.495995;	0;	4226;	4226;	2522
5;	1218;	1031584;	0.497047;	0.496555;	0;	3648;	3648;	2352
6;	1217;	1031148;	0.497014;	0.496261;	0;	3779;	3779;	2539
7;	1216;	1031542;	0.496980;	0.496807;	0;	3267;	3267;	2475
6;	1217;	1031158;	0.497014;	0.497128;	0;	2883;	2883;	2557
11;	1212;	1031306;	0.496843;	0.497541;	0;	2641;	2641;	2433
9;	1214;	1031293;	0.496912;	0.497069;	0;	3091;	3091;	2405
8;	1215;	1031287;	0.496946;	0.497616;	2;	2452;	2540;	2530
10;	1213;	1031446;	0.496878;	0.497704;	3;	2340;	2390;	2360
9;	1214;	1031283;	0.496912;	0.496126;	0;	4099;	4099;	2377
8;	1215;	1031091;	0.496946;	0.497320;	0;	2835;	2835;	2525
7;	1216;	1031352;	0.496980;	0.497243;	0;	2906;	2906;	2556
5;	1218;	1031167;	0.497047;	0.497925;	14;	2152;	2660;	2490
9;	1214;	1031377;	0.496912;	0.497185;	0;	2885;	2885;	2393
9;	1214;	1031008;	0.496912;	0.497058;	0;	3120;	3120;	2468
9;	1214;	1031357;	0.496912;	0.495816;	0;	4360;	4360;	2414
10;	1213;	1031144;	0.496878;	0.496820;	0;	3289;	3289;	2765
12;	1211;	1031171;	0.496808;	0.496863;	0;	3262;	3262;	2274
10;	1213;	1031329;	0.496878;	0.497504;	2;	2490;	2708;	2546
8;	1215;	1031212;	0.496946;	0.497573;	1;	2370;	2374;	2370
9;	1214;	1031109;	0.496912;	0.496161;	0;	4052;	4052;	2420
10;	1213;	1031273;	0.496878;	0.497421;	0;	2661;	2661;	2385
9;	1214;	1031513;	0.496912;	0.496759;	0;	3369;	3369;	2411
10;	1213;	1031026;	0.496878;	0.496317;	0;	3758;	3758;	2594
3;	1220;	1031088;	0.497113;	0.496488;	0;	3580;	3580;	2524
13;	1210;	1030924;	0.496773;	0.496216;	0;	3840;	3840;	2440
3;	1220;	1031183;	0.497113;	0.496255;	0;	3924;	3924;	2352
6;	1217;	1031023;	0.497014;	0.496494;	0;	3619;	3619;	2525
6;	1217;	1031215;	0.497014;	0.496928;	0;	3069;	3069;	2465
5;	1218;	1031429;	0.497047;	0.496478;	0;	3616;	3616;	2664
11;	1212;	1030976;	0.496843;	0.496944;	0;	3204;	3204;	2448
9;	1214;	1031214;	0.496912;	0.497147;	0;	2978;	2978;	2746
9;	1214;	1031027;	0.496912;	0.496839;	0;	3221;	3221;	2377
9;	1214;	1031150;	0.496912;	0.496327;	0;	3759;	3759;	2521
8;	1215;	1031177;	0.496946;	0.497570;	1;	2430;	2544;	2430
9;	1214;	1031188;	0.496912;	0.497276;	0;	2918;	2918;	2700
8;	1215;	1031300;	0.496946;	0.496975;	0;	3118;	3118;	2792
5;	1218;	1030981;	0.497047;	0.496312;	0;	3876;	3876;	2462
4;	1219;	1031417;	0.497080;	0.497433;	0;	2625;	2625;	2475
7;	1216;	1031145;	0.496980;	0.497122;	0;	2996;	2996;	2546
5;	1218;	1031309;	0.497047;	0.497952;	40;	2055;	2317;	2291
12;	1211;	1031077;	0.496808;	0.497740;	6;	2296;	2470;	2432
10;	1213;	1031257;	0.496878;	0.496428;	0;	3698;	3698;	2458
11;	1212;	1031518;	0.496843;	0.496645;	0;	3444;	3444;	2580
7;	1216;	1031582;	0.496980;	0.497005;	0;	2997;	2997;	2479
8;	1215;	1031189;	0.496946;	0.497296;	0;	2799;	2799;	2365
7;	1216;	1031228;	0.496980;	0.497016;	0;	3041;	3041;	2611
4;	1219;	1031275;	0.497080;	0.497412;	0;	2631;	2631;	2547
10;	1213;	1031240;	0.496878;	0.496678;	0;	3442;	3442;	2372
9;	1214;	1031320;	0.496912;	0.496800;	0;	3196;	3196;	2618
8;	1215;	1031260;	0.496946;	0.496287;	0;	3784;	3784;	2540
7;	1216;	1031428;	0.496980;	0.496549;	0;	3488;	3488;	2258
6;	1217;	1031111;	0.497014;	0.496975;	0;	3113;	3113;	2611
10;	1213;	1031443;	0.496878;	0.497157;	0;	2962;	2962;	2364
10;	1213;	1031332;	0.496878;	0.496823;	0;	3211;	3211;	2407
9;	1214;	1031209;	0.496912;	0.496433;	0;	3762;	3762;	2416
9;	1214;	1031236;	0.496912;	0.497077;	0;	2971;	2971;	2505
7;	1216;	1030998;	0.496980;	0.497743;	0;	2334;	2334;	2306
8;	1215;	1031212;	0.496946;	0.496757;	0;	3401;	3401;	2663
7;	1216;	1031155;	0.496980;	0.496809;	0;	3312;	3312;	2536
8;	1215;	1031053;	0.496946;	0.496393;	0;	3669;	3669;	2443
6;	1217;	1031147;	0.497014;	0.497501;	0;	2606;	2606;	2406
9;	1214;	1031241;	0.496912;	0.496897;	0;	3337;	3337;	2559
4;	1219;	1031526;	0.497080;	0.497375;	0;	2606;	2606;	2384
8;	1215;	1031376;	0.496946;	0.497825;	10;	2207;	2409;	2375
6;	1217;	1031214;	0.497014;	0.497113;	0;	3038;	3038;	2546
9;	1214;	1031324;	0.496912;	0.497853;	9;	2244;	2612;	2474
9;	1214;	1031443;	0.496912;	0.496070;	0;	4106;	4106;	2758
15;	1208;	1031155;	0.496702;	0.497210;	0;	2841;	2841;	2483
9;	1214;	1031110;	0.496912;	0.496995;	0;	3086;	3086;	2452
10;	1213;	1031149;	0.496878;	0.497284;	0;	2761;	2761;	2329
9;	1214;	1031348;	0.496912;	0.497209;	0;	2906;	2906;	2488
7;	1216;	1031311;	0.496980;	0.496902;	0;	3100;	3100;	2538
12;	1211;	1031216;	0.496808;	0.496983;	0;	3189;	3189;	2499
5;	1218;	1031238;	0.497047;	0.497203;	0;	2857;	2857;	2399
8;	1215;	1031092;	0.496946;	0.496851;	0;	3156;	3156;	2496
6;	1217;	1031202;	0.497014;	0.496921;	0;	3306;	3306;	2436
6;	1217;	1031375;	0.497014;	0.497271;	0;	2848;	2848;	2686
8;	1215;	1031428;	0.496946;	0.496847;	0;	3220;	3220;	2514
4;	1219;	1031282;	0.497080;	0.497209;	0;	2993;	2993;	2441
5;	1218;	1031450;	0.497047;	0.497179;	0;	2965;	2965;	2635
9;	1214;	1030929;	0.496912;	0.496753;	0;	3378;	3378;	2474
11;	1212;	1031139;	0.496843;	0.496750;	0;	3381;	3381;	2575
7;	1216;	1031618;	0.496980;	0.496393;	0;	3701;	3701;	2467
9;	1214;	1031281;	0.496912;	0.497703;	1;	2389;	2399;	2389
8;	1215;	1031431;	0.496946;	0.496625;	0;	3559;	3559;	2739
12;	1211;	1031250;	0.496808;	0.497047;	0;	3081;	3081;	2509
3;	1220;	1031359;	0.497113;	0.496669;	0;	3438;	3438;	2590
6;	1217;	1031356;	0.497014;	0.497092;	0;	3069;	3069;	2445
8;	1215;	1031494;	0.496946;	0.497034;	0;	3051;	3051;	2529
6;	1217;	1031188;	0.497014;	0.497639;	1;	2472;	2478;	2472
4;	1219;	1031448;	0.497080;	0.496970;	0;	3170;	3170;	2458
4;	1219;	1031312;	0.497080;	0.497522;	2;	2464;	2676;	2512
7;	1216;	1031401;	0.496980;	0.496358;	0;	3809;	3809;	2345
8;	1215;	1031345;	0.496946;	0.496826;	0;	3286;	3286;	2338
8;	1215;	1031413;	0.496946;	0.497016;	0;	3065;	3065;	2435
6;	1217;	1031570;	0.497014;	0.498061;	89;	1933;	2491;	2479
10;	1213;	1031344;	0.496878;	0.495760;	0;	4300;	4300;	2412
13;	1210;	1031471;	0.496773;	0.496533;	0;	3590;	3590;	2466
9;	1214;	1031304;	0.496912;	0.497701;	5;	2305;	2951;	2537
7;	1216;	1031214;	0.496980;	0.496139;	0;	3980;	3980;	2356
8;	1215;	1031054;	0.496946;	0.497086;	0;	3052;	3052;	2414
12;	1211;	1031321;	0.496808;	0.496432;	0;	3804;	3804;	2454
7;	1216;	1031243;	0.496980;	0.498047;	96;	1919;	2557;	2453
5;	1218;	1031021;	0.497047;	0.497438;	0;	2677;	2677;	2499
12;	1211;	1031284;	0.496808;	0.497014;	0;	3134;	3134;	2644
9;	1214;	1031360;	0.496912;	0.496785;	0;	3392;	3392;	2756
8;	1215;	1031363;	0.496946;	0.497682;	3;	2323;	2535;	2417
8;	1215;	1030947;	0.496946;	0.497108;	0;	2993;	2993;	2373
10;	1213;	1031173;	0.496878;	0.497253;	0;	2753;	2753;	2321
12;	1211;	1031480;	0.496808;	0.496530;	0;	3663;	3663;	2595
5;	1218;	1031122;	0.497047;	0.497118;	0;	2919;	2919;	2575
4;	1219;	1031225;	0.497080;	0.496837;	0;	3275;	3275;	2487
8;	1215;	1031106;	0.496946;	0.496974;	0;	3145;	3145;	2785
8;	1215;	1031367;	0.496946;	0.496747;	0;	3359;	3359;	2475
8;	1215;	1031199;	0.496946;	0.495705;	0;	4507;	4507;	2541
5;	1218;	1031281;	0.497047;	0.497678;	2;	2428;	2494;	2430
7;	1216;	1031667;	0.496980;	0.496475;	0;	3727;	3727;	2331
10;	1213;	1031347;	0.496878;	0.496372;	0;	3869;	3869;	2387
7;	1216;	1031275;	0.496980;	0.496811;	0;	3256;	3256;	2342
9;	1214;	1031008;	0.496912;	0.496783;	0;	3288;	3288;	2808
10;	1213;	1031355;	0.496878;	0.496425;	0;	3678;	3678;	2756
11;	1212;	1031238;	0.496843;	0.496519;	0;	3502;	3502;	2438
8;	1215;	1031439;	0.496946;	0.496421;	0;	3590;	3590;	2388
10;	1213;	1031391;	0.496878;	0.496676;	0;	3449;	3449;	2347
11;	1212;	1031273;	0.496843;	0.495928;	0;	4254;	4254;	2442
10;	1213;	1031369;	0.496878;	0.497586;	0;	2531;	2531;	2499
8;	1215;	1031244;	0.496946;	0.496526;	0;	3594;	3594;	2798
10;	1213;	1031256;	0.496878;	0.497258;	0;	2826;	2826;	2564
6;	1217;	1031196;	0.497014;	0.496716;	0;	3436;	3436;	2654
6;	1217;	1031225;	0.497014;	0.496570;	0;	3603;	3603;	2415
9;	1214;	1031234;	0.496912;	0.496162;	0;	3917;	3917;	2565
8;	1215;	1031238;	0.496946;	0.496079;	0;	3959;	3959;	2595
9;	1214;	1031178;	0.496912;	0.497760;	3;	2241;	2397;	2337
7;	1216;	1031474;	0.496980;	0.496519;	0;	3709;	3709;	2495
9;	1214;	1031081;	0.496912;	0.497254;	0;	2814;	2814;	2614
11;	1212;	1031535;	0.496843;	0.495683;	0;	4360;	4360;	2540
6;	1217;	1031386;	0.497014;	0.496935;	0;	3139;	3139;	2393
8;	1215;	1031219;	0.496946;	0.496507;	0;	3559;	3559;	2413
8;	1215;	1031318;	0.496946;	0.496935;	0;	3164;	3164;	2632
8;	1215;	1031280;	0.496946;	0.496530;	0;	3594;	3594;	2398
7;	1216;	1031249;	0.496980;	0.496648;	0;	3527;	3527;	2431
7;	1216;	1030999;	0.496980;	0.497442;	0;	2725;	2725;	2431
7;	1216;	1031404;	0.496980;	0.497441;	0;	2649;	2649;	2463
10;	1213;	1031080;	0.496878;	0.495916;	0;	4180;	4180;	2360
11;	1212;	1031181;	0.496843;	0.496843;	0;	3264;	3264;	2562
8;	1215;	1031385;	0.496946;	0.496653;	0;	3425;	3425;	2385
8;	1215;	1031198;	0.496946;	0.496444;	0;	3752;	3752;	2894
9;	1214;	1031406;	0.496912;	0.497653;	4;	2367;	2727;	2531
9;	1214;	1031231;	0.496912;	0.497299;	0;	2748;	2748;	2402
11;	1212;	1031190;	0.496843;	0.496675;	0;	3536;	3536;	2406
6;	1217;	1031158;	0.497014;	0.497120;	0;	3001;	3001;	2819
8;	1215;	1031373;	0.496946;	0.497022;	0;	3014;	3014;	2532
10;	1213;	1031191;	0.496878;	0.497533;	1;	2450;	2666;	2450
10;	1213;	1031275;	0.496878;	0.496613;	0;	3480;	3480;	2672
11;	1212;	1031101;	0.496843;	0.496249;	0;	3855;	3855;	2577
10;	1213;	1031374;	0.496878;	0.496689;	0;	3453;	3453;	2371
7;	1216;	1031348;	0.496980;	0.496597;	0;	3533;	3533;	2375
